gene_id	chrom	start	end	strand	unique_count	effective_count
YGL248W	VII	35653	36762	+	27	29.132
YGL247W	VII	36933	37526	+	11	11.868
YGL246C	VII	37617	38780	-	10	10.000
YGL245W	VII	39023	41149	+	67	67.000
YGL244W	VII	41498	43174	+	10	10.000
YGL243W	VII	43307	44509	+	10	10.000
YGL242C	VII	44652	45197	-	7	7.000
YGL241W	VII	45445	48459	+	7	7.000
YGL240W	VII	48613	49365	+	1	1.000
YGL239C	VII	49431	49745	-	0	0.000
YGL238W	VII	49552	52434	+	35	35.000
YGL237C	VII	52731	53528	-	7	7.000
YGL236C	VII	53787	55796	-	10	10.000
YGL235W	VII	55279	55815	+	1	1.000
YGL234W	VII	56482	58890	+	136	136.000
YGL233W	VII	59122	61854	+	13	13.000
YGL232W	VII	62075	63002	+	12	12.000
YGL231C	VII	63048	63620	-	25	25.000
YGL230C	VII	63772	64215	-	6	6.000
YGL229C	VII	64503	66959	-	7	7.000
YGL228W	VII	67598	69331	+	37	37.000
YGL227W	VII	69671	72547	+	29	29.000
YGL226C-A	VII	72749	73158	-	43	43.000
YGL226W	VII	73340	73711	+	8	8.000
tV(AAC)G3	VII	73829	73902	-	2	2.000
YGL225W	VII	76894	77907	+	58	58.000
YGL224C	VII	78015	78857	-	14	14.000
YGL223C	VII	79112	80365	-	18	18.000
YGL222C	VII	80659	81186	-	2	2.000
YGL221C	VII	81426	82292	-	24	24.000
YGL220W	VII	82374	82736	+	57	57.000
YGL219C	VII	82878	84257	-	28	28.000
YGL218W	VII	83650	84300	+	0	0.000
YGL217C	VII	84839	85180	-	0	0.000
YGL216W	VII	84885	87302	+	3	3.000
YGL215W	VII	87981	89339	+	45	45.000
YGL214W	VII	90010	90495	+	0	0.000
YGL213C	VII	90054	91247	-	16	16.000
YGL212W	VII	91432	92382	+	3	3.000
YGL211W	VII	92512	93591	+	7	7.135
YGL210W	VII	93792	94460	+	25	25.000
YGL209W	VII	95858	97006	+	19	19.000
YGL208W	VII	97338	98585	+	17	17.000
YGL207W	VII	98969	102076	+	58	58.000
YGL206C	VII	102543	107504	-	51	51.000
YGL205W	VII	108158	110404	+	659	660.558
tH(GUG)G1	VII	110625	110696	-	4	4.000
YGL204C	VII	111700	112005	-	2	2.000
YGL203C	VII	112475	114664	-	9	9.000
tK(UUU)G1	VII	115488	115583	+	0	0.000
YGL202W	VII	116059	117561	+	71	71.000
YGL201C	VII	117854	120907	-	15	15.000
tK(CUU)G1	VII	122269	122341	+	0	0.000
YGL200C	VII	122694	123305	-	150	150.000
YGL199C	VII	123572	124042	-	3	3.000
YGL198W	VII	123591	124298	+	39	39.000
YGL197W	VII	124698	129161	+	34	34.000
YGL196W	VII	129883	131169	+	45	45.865
YGL195W	VII	131525	139543	+	36	36.000
YGL194C-A	VII	139719	139961	-	9	9.000
YGL194C	VII	140368	141726	-	4	4.000
RME2	VII	141898	144120	-	61	72.000
YGL193C	VII	141916	142227	-	0	0.000
YGL192W	VII	142246	144048	+	0	0.000
YGL191W	VII	144808	145197	+	216	216.000
YGL190C	VII	145809	147389	-	30	30.000
YGL189C	VII	148229	148588	-	211	211.000
YGL188C-A	VII	148824	148964	-	1	1.000
YGL188C	VII	149343	149516	-	28	29.834
YGL187C	VII	149704	150171	-	382	409.305
YGL186C	VII	151037	152776	-	30	30.000
YGL185C	VII	153167	154306	-	7	7.017
YGL184C	VII	154615	156012	-	34	34.000
YGL183C	VII	156543	157285	-	1	1.000
YGL182C	VII	157273	157596	-	0	0.000
YGL181W	VII	157906	159096	+	23	23.000
YGL180W	VII	160065	162758	+	23	23.000
YGL179C	VII	163409	165091	-	3	3.033
YGL178W	VII	167352	170571	+	20	20.000
YGL177W	VII	167559	167906	+	0	0.000
YGL176C	VII	171415	173079	-	7	7.078
YGL175C	VII	173285	174322	-	1	1.011
YGL174W	VII	174545	175345	+	3	3.000
YGL173C	VII	175527	180113	-	53	53.589
YGL172W	VII	180700	182118	+	16	16.000
YGL171W	VII	182390	184084	+	4	4.000
YGL170C	VII	184153	185394	-	3	3.000
tK(CUU)G2	VII	185714	185786	-	0	0.000
YGL169W	VII	186059	187339	+	14	14.000
YGL168W	VII	187464	187796	+	4	4.000
YGL167C	VII	187616	190468	-	54	54.000
YGL166W	VII	191129	191806	+	10	10.000
YGL165C	VII	191398	191976	-	0	0.000
YGL164C	VII	191978	193300	-	7	7.000
YGL163C	VII	193707	196403	-	15	15.000
YGL162W	VII	198138	199037	+	8	8.000
YGL161C	VII	199210	200142	-	61	61.000
YGL160W	VII	200561	202273	+	28	28.000
YGL159W	VII	202721	203833	+	5	5.000
tL(CAA)G1	VII	205521	205634	+	1	1.000
YGL158W	VII	207033	208571	+	1	1.000
YGL157W	VII	209006	210049	+	10	10.000
YGL156W	VII	210416	213667	+	95	95.000
YGL155W	VII	214081	215211	+	12	12.000
YGL154C	VII	215278	216096	-	20	20.000
YGL153W	VII	216273	217298	+	12	12.000
YGL152C	VII	216692	217369	-	0	0.000
YGL151W	VII	217524	220922	+	11	11.000
YGL150C	VII	221104	225573	-	28	28.000
YGL149W	VII	225572	225877	+	0	0.000
YGL148W	VII	226399	227529	+	59	59.000
YGL147C	VII	227754	228329	-	56	56.000
YGL146C	VII	228751	229686	-	10	10.000
YGL145W	VII	230243	232348	+	14	14.000
YGL144C	VII	232450	234507	-	7	7.000
YGL143C	VII	234717	235958	-	4	4.000
YGL142C	VII	236269	238119	-	33	33.000
YGL141W	VII	238353	241085	+	11	11.000
YGL140C	VII	241353	245012	-	23	23.000
YGL139W	VII	245716	248124	+	28	28.000
YGL138C	VII	248494	249531	-	0	0.000
YGL137W	VII	249869	252738	+	60	60.000
YGL136C	VII	252897	253859	-	7	7.000
YGL135W	VII	254641	255294	+	266	300.896
YGL134W	VII	255663	256964	+	24	24.000
YGL133W	VII	257707	261501	+	11	11.000
YGL132W	VII	261580	261915	+	1	1.000
YGL131C	VII	261648	265859	-	6	6.000
YGL130W	VII	266145	267524	+	21	21.000
YGL129C	VII	267723	269075	-	14	14.000
YGL128C	VII	269293	270144	-	0	0.000
YGL127C	VII	270392	270775	-	6	6.000
YGL126W	VII	270997	272139	+	23	23.000
YGL125W	VII	272520	274322	+	30	30.000
YGL124C	VII	274780	276714	-	19	19.000
YGL123W	VII	277617	278381	+	362	362.000
YGL123C-A	VII	277634	277864	-	5	5.016
YGL122C	VII	278946	280523	-	13	13.000
YGL121C	VII	280777	281157	-	96	96.000
YGL120C	VII	281634	283937	-	9	9.000
YGL119W	VII	284442	285947	+	6	6.000
tW(CCA)G1	VII	287350	287455	-	0	0.000
YGL118C	VII	288014	288451	-	0	0.000
YGL117W	VII	288512	289309	+	10	10.000
YGL116W	VII	289809	291641	+	3	3.000
YGL115W	VII	292033	293001	+	38	38.000
YGL114W	VII	293460	295637	+	46	46.076
YGL113W	VII	295932	297938	+	7	7.000
YGL112C	VII	298178	299728	-	17	17.000
YGL111W	VII	299978	301369	+	11	11.000
YGL110C	VII	301537	303411	-	8	8.000
YGL109W	VII	303513	303836	+	1	1.000
YGL108C	VII	303649	304071	-	6	6.000
YGL107C	VII	304333	306273	-	15	15.000
YGL106W	VII	306560	307009	+	21	21.000
YGL105W	VII	307437	308567	+	60	60.000
YGL104C	VII	308713	310173	-	10	10.000
YGL103W	VII	310967	311927	+	386	386.000
YGL102C	VII	311505	311933	-	3	3.000
YGL101W	VII	312193	312840	+	21	21.000
YGL100W	VII	313234	314283	+	22	22.000
YGL099W	VII	314631	316553	+	10	10.000
snR82	VII	316788	317055	+	7	7.000
YGL098W	VII	317342	318079	+	6	6.000
tH(GUG)G2	VII	319781	319852	+	0	0.000
YGL097W	VII	321782	323230	+	23	23.000
YGL096W	VII	325331	326161	+	35	35.000
tE(UUC)G1	VII	328583	328654	+	0	0.000
YGL095C	VII	328874	330607	-	18	18.000
YGL094C	VII	331118	334465	-	25	25.000
YGL093W	VII	334886	337639	+	10	10.000
YGL092W	VII	337906	341859	+	21	21.000
YGL091C	VII	342056	343042	-	20	20.000
YGL090W	VII	343319	344584	+	5	5.000
YGL089C	VII	344791	345153	-	6	6.000
YGL088W	VII	345836	346201	+	0	0.000
snR10	VII	345986	346230	+	1	5.000
YGL087C	VII	346406	346904	-	22	22.000
YGL086W	VII	347119	349368	+	14	14.000
YGL085W	VII	349616	350440	+	11	11.000
YGL084C	VII	350616	352298	-	37	37.000
YGL083W	VII	353058	355472	+	11	11.000
YGL082W	VII	355827	356972	+	23	23.000
YGL081W	VII	357377	358339	+	5	5.000
YGL080W	VII	358636	359028	+	44	44.000
YGL079W	VII	359444	360100	+	8	8.000
YGL078C	VII	360288	361859	-	13	13.000
YGL077C	VII	362225	363916	-	110	110.000
YGL076C	VII	364335	365996	-	224	251.751
snR39	VII	365163	365251	-	0	0.000
snR39B	VII	366374	366469	-	0	0.000
YGL075C	VII	366925	368088	-	2	2.000
YGL074C	VII	368596	368922	-	0	0.000
YGL073W	VII	368753	371254	+	35	35.000
YGL072C	VII	371003	371362	-	10	10.000
YGL071W	VII	372012	374084	+	4	4.000
YGL070C	VII	374459	374827	-	10	10.000
YGL069C	VII	375050	375514	-	0	0.000
YGL068W	VII	375087	375671	+	45	45.000
YGL067W	VII	376101	377255	+	16	16.000
YGL066W	VII	377609	379582	+	7	7.000
YGL065C	VII	379760	381271	-	12	12.000
YGL064C	VII	381523	383208	-	3	3.000
YGL063W	VII	383654	384766	+	12	12.000
YGL063C-A	VII	384502	384651	-	0	0.000
YGL062W	VII	385196	388732	+	222	222.000
YGL061C	VII	388968	389711	-	7	7.000
YGL060W	VII	390065	391990	+	6	6.000
YGL059W	VII	392223	393698	+	15	15.000
YGL058W	VII	393986	394504	+	16	16.000
YGL057C	VII	394966	395829	-	10	10.000
YGL056C	VII	396035	397618	-	47	47.000
YGL055W	VII	398628	400160	+	2802	2802.975
YGL054C	VII	400871	401287	-	51	51.000
tE(UUC)G2	VII	401527	401598	-	0	0.000
YGL053W	VII	402589	403302	+	18	20.571
YGL052W	VII	403437	403742	+	5	5.000
YGL051W	VII	403687	404391	+	8	8.615
tR(UCU)G1	VII	405470	405541	+	0	0.000
YGL050W	VII	405776	406597	+	7	7.000
YGL049C	VII	406860	409604	-	14	14.000
YGL048C	VII	410069	411286	-	97	97.000
YGL047W	VII	411552	412160	+	9	9.000
tV(AAC)G1	VII	412294	412367	-	0	0.000
YGL045W	VII	414102	415730	+	34	34.000
YGL044C	VII	416146	417036	-	7	7.000
YGL043W	VII	417483	418412	+	10	10.000
YGL042C	VII	418288	418593	-	2	3.000
YGL041C-B	VII	418704	418886	-	0	0.000
YGL041W-A	VII	418825	419289	+	6	6.000
YGL041C	VII	419022	419225	-	0	0.000
YGL040C	VII	419527	420555	-	71	71.000
tL(CAA)G2	VII	423092	423205	+	0	0.000
YGL039W	VII	423961	425007	+	11	11.000
YGL038C	VII	425362	426804	-	27	27.000
YGL037C	VII	427297	427947	-	146	146.000
YGL036W	VII	428601	431330	+	23	23.000
YGL035C	VII	431548	433062	-	35	35.000
YGL034C	VII	433214	433579	-	0	0.000
YGL033W	VII	435625	436401	+	1	1.000
YGL032C	VII	436570	436833	-	11	11.000
YGL031C	VII	437467	437934	-	113	113.000
YGL030W	VII	439091	439638	+	376	376.000
YGL029W	VII	440063	440425	+	2	2.000
tF(GAA)G	VII	440716	440807	-	0	0.000
YGL028C	VII	441281	442909	-	83	83.000
YGL027C	VII	443642	446143	-	12	12.000
YGL026C	VII	446412	448535	-	112	112.000
YGL025C	VII	448764	449957	-	13	13.000
YGL024W	VII	449788	450123	+	0	0.000
YGL023C	VII	450197	452104	-	22	22.000
YGL022W	VII	452404	454560	+	80	80.000
YGL021W	VII	454785	457067	+	19	19.000
YGL020C	VII	457163	457870	-	16	16.000
YGL019W	VII	458156	458992	+	44	44.000
YGL018C	VII	459110	459664	-	3	3.000
YGL017W	VII	459854	461365	+	7	7.000
YGL016W	VII	461666	464911	+	10	10.000
YGL015C	VII	465043	465435	-	0	0.000
YGL014W	VII	466141	468807	+	36	36.000
YGL014C-A	VII	466237	466398	-	0	0.000
YGL013C	VII	469092	472298	-	14	14.000
YGL012W	VII	472855	474276	+	86	86.000
YGL011C	VII	474489	475247	-	98	98.000
YGL010W	VII	475545	476069	+	31	31.000
YGL009C	VII	476313	478652	-	107	107.000
YGL008C	VII	479910	482666	-	982	982.000
YGL007C-A	VII	482941	483027	-	3	3.000
YGL007W	VII	483260	483637	+	19	19.000
YGL006W-A	VII	485423	485533	+	0	0.000
YGL006W	VII	485921	489442	+	54	54.000
YGL005C	VII	489708	490547	-	11	11.000
YGL004C	VII	490703	491956	-	13	13.000
YGL003C	VII	492474	494174	-	35	35.000
YGL002W	VII	494517	495167	+	20	20.000
YGL001C	VII	495453	496502	-	60	60.000
YGR001C	VII	497133	498034	-	20	20.000
YGR002C	VII	498476	499906	-	8	8.000
YGR003W	VII	500132	502366	+	10	10.000
YGR004W	VII	502938	504326	+	11	11.000
YGR005C	VII	504657	505859	-	23	23.000
YGR006W	VII	506070	506825	+	2	2.125
YGR007W	VII	506969	507940	+	14	14.875
YGR008C	VII	508110	508364	-	141	141.000
YGR009C	VII	509047	511002	-	20	20.000
YGR010W	VII	511545	512732	+	15	18.571
YGR011W	VII	512497	512823	+	6	7.429
YGR012W	VII	513159	514340	+	21	21.000
YGR013W	VII	514554	516416	+	3	3.000
YGR014W	VII	516943	520863	+	99	99.000
YGR015C	VII	521090	522076	-	9	9.000
YGR016W	VII	522261	522833	+	4	4.000
YGR017W	VII	523787	524680	+	14	14.000
YGR018C	VII	524365	524694	-	0	0.000
YGR019W	VII	525229	526644	+	47	47.000
YGR020C	VII	526973	527329	-	25	25.000
YGR021W	VII	527632	528504	+	8	8.000
YGR022C	VII	529257	529586	-	0	0.000
YGR023W	VII	529264	530919	+	51	51.000
tD(GUC)G1	VII	531610	531681	+	0	0.000
YGR024C	VII	531883	532596	-	21	21.000
YGR025W	VII	532639	532941	+	0	0.000
YGR026W	VII	532985	533821	+	60	60.000
YGR027C	VII	534132	534458	-	340	340.000
YGR027W-A	VII	536057	537379	+	0	0.000
YGR027W-B	VII	536057	541325	+	3	80.184
tE(UUC)G3	VII	541850	541921	+	0	0.000
YGR028W	VII	542203	543291	+	13	13.000
YGR029W	VII	543553	544205	+	24	24.000
tD(GUC)G2	VII	544577	544648	-	2	2.000
snR46	VII	545370	545566	+	3	3.000
YGR030C	VII	545681	546157	-	10	10.000
YGR031W	VII	546441	547469	+	37	37.000
YGR031C-A	VII	546809	547300	-	0	0.000
YGR032W	VII	548264	553951	+	96	96.000
YGR033C	VII	554248	554967	-	41	41.000
YGR034W	VII	555812	556672	+	133	133.000
YGR035C	VII	557072	557422	-	0	0.000
YGR035W-A	VII	557565	557786	+	5	5.000
YGR036C	VII	558149	558868	-	8	8.000
YGR037C	VII	559731	559994	-	133	133.000
YGR038W	VII	560682	561350	+	41	41.000
tS(AGA)G	VII	561662	561743	-	0	0.000
YGR038C-B	VII	562199	567467	-	25	72.131
YGR038C-A	VII	566145	567467	-	0	0.000
YGR039W	VII	574888	575199	+	1	1.071
YGR040W	VII	575398	576504	+	13	13.929
YGR041W	VII	577487	579130	+	16	16.000
YGR042W	VII	579476	580291	+	11	11.000
YGR043C	VII	580435	581436	-	86	86.000
YGR044C	VII	582990	583892	-	30	31.818
YGR045C	VII	583934	584296	-	3	3.182
YGR046W	VII	584895	586052	+	48	48.000
YGR047C	VII	586392	589469	-	4	4.000
YGR048W	VII	589826	590911	+	19	19.000
YGR049W	VII	591314	591877	+	35	35.000
YGR050C	VII	592086	592442	-	13	13.000
YGR051C	VII	592906	593229	-	4	4.000
YGR052W	VII	593596	594705	+	29	29.000
YGR053C	VII	594986	595837	-	3	3.000
YGR054W	VII	596693	598621	+	36	36.000
YGR055W	VII	599417	601141	+	40	40.000
YGR056W	VII	601661	604447	+	5	5.000
YGR057C	VII	604773	605501	-	18	18.000
YGR058W	VII	606136	607143	+	11	11.000
YGR059W	VII	607563	609101	+	1	1.000
snR48	VII	609584	609696	+	0	0.000
YGR060W	VII	610564	611493	+	691	691.000
YGR061C	VII	611889	615965	-	103	103.000
YGR062C	VII	616328	617278	-	6	6.000
YGR063C	VII	617516	617824	-	46	46.000
YGR064W	VII	617621	617989	+	0	0.000
YGR065C	VII	618077	619858	-	29	29.000
YGR066C	VII	620921	621799	-	4	4.000
YGR067C	VII	622372	624786	-	47	47.000
YGR068C	VII	625324	627084	-	3	3.000
YGR068W-A	VII	626294	626389	+	0	0.000
YGR069W	VII	627083	627418	+	1	1.000
YGR070W	VII	627806	631273	+	18	18.000
YGR071C	VII	631481	634063	-	7	7.000
YGR072W	VII	634304	635467	+	14	14.000
YGR073C	VII	635615	635986	-	2	2.000
YGR074W	VII	635712	636152	+	10	10.000
YGR075C	VII	636147	636875	-	4	4.000
YGR076C	VII	637104	637577	-	11	11.000
YGR077C	VII	637744	639513	-	21	21.000
YGR078C	VII	639772	640371	-	5	5.000
YGR079W	VII	640720	641832	+	5	5.000
YGR080W	VII	642010	643008	+	23	23.000
YGR081C	VII	643148	643780	-	6	6.000
YGR082W	VII	644044	644595	+	61	61.000
YGR083C	VII	644860	646815	-	13	13.000
YGR084C	VII	647123	648142	-	14	14.000
YGR085C	VII	648383	648907	-	103	114.444
YGR086C	VII	649598	650617	-	485	485.000
YGR087C	VII	651290	652981	-	13	13.000
YGR088W	VII	654634	656322	+	133	133.000
YGR089W	VII	656960	659770	+	19	19.000
tT(UGU)G1	VII	661749	661820	+	0	0.000
YGR090W	VII	662358	666071	+	18	18.000
YGR091W	VII	666341	667825	+	4	4.000
YGR092W	VII	668189	669907	+	23	23.000
YGR093W	VII	670388	671911	+	8	8.000
YGR094W	VII	672186	675500	+	80	80.000
YGR095C	VII	675671	676342	-	10	10.000
YGR096W	VII	676621	677565	+	14	14.000
YGR097W	VII	678695	682135	+	45	45.000
YGR098C	VII	682566	687458	-	13	13.000
YGR099W	VII	687899	689965	+	16	16.000
YGR100W	VII	690245	693097	+	24	24.000
YGR101W	VII	693363	694403	+	39	39.000
YGR102C	VII	694584	695135	-	13	13.000
YGR103W	VII	695417	697234	+	18	18.000
YGR104C	VII	697445	698368	-	5	5.000
YGR105W	VII	698599	698832	+	19	19.000
YGR106C	VII	698989	699786	-	79	79.000
tL(GAG)G	VII	700675	700756	+	1	1.000
tK(UUU)G2	VII	700953	701048	-	0	0.000
YGR107W	VII	702667	703116	+	3	3.000
YGR108W	VII	703636	705051	+	9	9.000
YGR109C	VII	705359	706501	-	2	2.000
tC(GCA)G	VII	707108	707179	-	0	0.000
YGR109W-A	VII	707610	708482	+	0	0.000
YGR109W-B	VII	707610	712254	+	14	38.000
YGR110W	VII	713709	715046	+	23	23.000
YGR111W	VII	715828	717030	+	22	22.000
YGR112W	VII	717358	718527	+	9	9.000
YGR113W	VII	718893	719924	+	11	11.000
YGR114C	VII	720265	720654	-	0	0.000
YGR115C	VII	720372	721151	-	0	0.000
YGR116W	VII	720409	724764	+	26	26.000
YGR117C	VII	725049	726479	-	18	18.000
YGR118W	VII	726974	727730	+	183	183.000
YGR119C	VII	728046	729671	-	23	23.000
YGR120C	VII	730033	730821	-	5	5.000
tN(GUU)G	VII	731137	731210	+	0	0.000
YGR121C	VII	731449	732927	-	55	55.000
YGR121W-A	VII	733412	733627	+	1	1.000
YGR122W	VII	733935	735143	+	11	11.000
YGR122C-A	VII	735630	735758	-	2	2.000
tR(UCU)G3	VII	736340	736411	+	0	0.000
YGR123C	VII	736662	738203	-	9	9.000
tI(AAU)G	VII	739122	739195	+	0	0.000
YGR124W	VII	739944	741662	+	43	43.000
YGR125W	VII	742325	745435	+	15	15.000
YGR126W	VII	745835	746527	+	0	0.000
YGR127W	VII	746798	747736	+	54	54.000
YGR128C	VII	747950	750091	-	0	0.000
YGR129W	VII	750400	751047	+	1	1.000
YGR130C	VII	751394	753844	-	62	62.000
YGR131W	VII	754726	755250	+	0	0.000
YGR132C	VII	755589	756452	-	96	96.000
YGR133W	VII	756896	757447	+	15	15.000
YGR134W	VII	757770	761138	+	8	8.000
YGR135W	VII	761392	762168	+	63	63.000
YGR136W	VII	762428	763153	+	25	41.406
YGR137W	VII	762888	763262	+	7	11.594
YGR138C	VII	763762	765606	-	26	28.690
YGR139W	VII	765726	766064	+	1	1.000
YGR140W	VII	767429	770299	+	11	11.000
YGR141W	VII	770569	771972	+	22	22.000
YGR142W	VII	772454	773686	+	93	93.000
tA(AGC)G	VII	774349	774421	+	0	0.000
YGR143W	VII	775193	777508	+	18	18.000
tG(UCC)G	VII	779616	779687	+	0	0.000
YGR144W	VII	780399	781379	+	48	48.000
YGR145W	VII	781767	783890	+	2	2.000
YGR146C	VII	784223	784858	-	58	58.000
YGR146C-A	VII	785276	785437	-	2	2.000
YGR147C	VII	786054	786920	-	21	21.000
YGR148C	VII	787312	787779	-	81	81.000
YGR149W	VII	789031	790329	+	55	55.000
YGR150C	VII	790459	793053	-	4	4.000
tA(UGC)G	VII	794417	794489	+	0	0.000
YGR151C	VII	794655	794990	-	0	0.000
YGR152C	VII	794674	795492	-	1	4.000
YGR153W	VII	796092	796745	+	5	5.000
YGR154C	VII	796798	797868	-	11	11.000
YGR155W	VII	798543	800066	+	102	102.000
YGR156W	VII	800546	801823	+	14	14.000
YGR157W	VII	802440	805049	+	120	120.839
YGR158C	VII	805269	806021	-	6	6.000
YGR159C	VII	806412	807656	-	28	28.000
YGR160W	VII	807073	807684	+	0	0.000
YGR161C	VII	808629	809420	-	153	153.000
YGR161W-C	VII	810227	810505	+	68	68.000
YGR161W-A	VII	811738	813054	+	0	0.000
YGR161W-B	VII	811738	817051	+	0	0.000
YGR161C-D	VII	817747	823015	-	9	31.814
YGR161C-C	VII	821693	823015	-	0	0.000
tV(AAC)G2	VII	823482	823555	+	0	0.000
YGR162W	VII	824059	826917	+	27	27.000
YGR163W	VII	827552	828577	+	24	25.000
YGR164W	VII	828625	828960	+	0	0.000
tR(UCU)G2	VII	828723	828794	-	0	0.000
YGR165W	VII	829116	830153	+	14	14.000
YGR166W	VII	830515	832197	+	17	17.000
YGR167W	VII	832456	833157	+	37	37.000
YGR168C	VII	833352	834482	-	12	12.000
YGR169C	VII	834689	835903	-	3	3.000
YGR169C-A	VII	836387	836665	-	12	12.000
YGR170W	VII	837142	840558	+	23	23.000
YGR171C	VII	840824	842551	-	13	13.000
YGR172C	VII	842845	843591	-	14	14.000
YGR173W	VII	843854	844960	+	8	8.000
tG(GCC)G1	VII	845649	845719	+	0	0.000
YGR174C	VII	845893	846405	-	34	34.000
YGR174W-A	VII	846655	846741	+	9	9.000
YGR175C	VII	846933	848423	-	335	335.000
YGR176W	VII	848720	849067	+	1	1.000
YGR177C	VII	848829	850436	-	6	6.000
YGR178C	VII	851047	853215	-	47	47.000
YGR179C	VII	853675	854895	-	8	8.000
YGR180C	VII	855264	856301	-	169	169.000
tL(CAA)G3	VII	857378	857491	-	0	0.000
YGR181W	VII	858287	858604	+	17	17.000
YGR182C	VII	858551	858904	-	86	109.292
YGR183C	VII	859063	859476	-	202	256.708
YGR184C	VII	859901	865753	-	49	49.000
YGR185C	VII	866336	867520	-	45	45.000
YGR186W	VII	867774	869981	+	26	26.000
YGR187C	VII	870232	871416	-	17	17.000
YGR188C	VII	872044	875109	-	3	3.000
tK(CUU)G3	VII	876394	876466	+	0	0.000
YGR189C	VII	876669	878192	-	228	228.000
tW(CCA)G2	VII	878710	878815	-	0	0.000
YGR190C	VII	880296	880661	-	9	9.000
YGR191W	VII	880420	882231	+	42	42.000
YGR192C	VII	882812	883810	-	10377	10387.574
YGR193C	VII	884509	885741	-	30	30.000
YGR194C	VII	886073	887875	-	25	25.000
YGR195W	VII	888882	889622	+	12	12.000
YGR196C	VII	889733	892186	-	14	14.000
YGR197C	VII	892497	894140	-	24	24.000
YGR198W	VII	894693	897146	+	12	12.000
YGR199W	VII	897502	899781	+	38	38.000
YGR200C	VII	899904	902270	-	17	17.000
YGR201C	VII	902520	903197	-	35	35.000
YGR202C	VII	903474	904748	-	10	10.000
YGR203W	VII	905237	905683	+	25	25.000
YGR204W	VII	905934	908774	+	107	107.000
YGR204C-A	VII	909061	909174	-	1	1.000
YGR205W	VII	909213	910085	+	30	30.000
YGR206W	VII	910432	910737	+	5	5.000
YGR207C	VII	910843	911628	-	23	23.000
YGR208W	VII	911883	912812	+	9	9.000
YGR209C	VII	912913	913227	-	128	128.211
YGR210C	VII	913503	914738	-	17	17.000
YGR211W	VII	915241	916701	+	39	39.000
YGR212W	VII	917040	918446	+	6	6.000
YGR213C	VII	918512	919465	-	3	3.000
YGR214W	VII	920575	921788	+	136	136.037
YGR215W	VII	922175	922507	+	16	16.000
YGR216C	VII	922633	924462	-	23	23.000
YGR217W	VII	924696	930815	+	5	5.000
tG(GCC)G2	VII	930953	931023	-	0	0.000
YGR218W	VII	932541	935795	+	58	58.000
YGR219W	VII	936035	936376	+	0	0.000
YGR220C	VII	936074	936883	-	14	14.000
YGR221C	VII	937124	938992	-	11	11.000
snR7-L	VII	939459	939672	-	0	0.000
snR7-S	VII	939494	939672	-	0	0.000
YGR222W	VII	939923	940804	+	10	10.000
YGR223C	VII	940869	942215	-	12	12.000
YGR224W	VII	942806	944647	+	11	11.000
YGR225W	VII	945145	947019	+	2	2.000
YGR226C	VII	946792	947001	-	0	0.000
YGR227W	VII	947420	948997	+	14	14.000
YGR228W	VII	949365	949709	+	0	0.000
YGR229C	VII	949382	950899	-	19	19.000
YGR230W	VII	951894	952307	+	10	10.000
YGR231C	VII	952548	953480	-	77	77.000
YGR232W	VII	953960	954646	+	31	31.000
YGR233C	VII	954674	958210	-	11	11.000
YGR234W	VII	959904	961103	+	171	171.000
YGR235C	VII	961360	962061	-	47	47.000
YGR236C	VII	962530	962817	-	126	126.000
YGR237C	VII	963298	965655	-	21	21.000
YGR238C	VII	966039	968687	-	10	10.000
YGR239C	VII	969187	970053	-	22	22.000
YGR240C	VII	970771	973734	-	281	281.000
YGR240C-A	VII	974577	974777	-	1	1.000
YGR241C	VII	974875	976581	-	19	19.000
YGR242W	VII	976415	976723	+	1	1.000
YGR243W	VII	977336	977776	+	359	359.000
YGR244C	VII	978036	979319	-	195	195.000
YGR245C	VII	979765	982068	-	15	15.000
YGR246C	VII	982482	984272	-	11	11.000
YGR247W	VII	984966	985685	+	15	15.000
YGR248W	VII	985972	986739	+	71	71.000
YGR249W	VII	988049	989419	+	3	3.000
YGR250C	VII	991176	993521	-	84	84.000
YGR251W	VII	995639	996229	+	2	2.000
YGR252W	VII	996869	998188	+	17	17.000
YGR253C	VII	998358	999140	-	69	69.000
YGR254W	VII	1000927	1002240	+	1727	1727.000
YGR255C	VII	1002523	1003962	-	28	28.000
tT(UGU)G2	VII	1004216	1004287	+	0	0.000
YGR256W	VII	1004624	1006102	+	220	221.781
YGR257C	VII	1006205	1007305	-	27	27.219
YGR258C	VII	1007671	1010766	-	5	5.000
YGR259C	VII	1012481	1012921	-	1	1.000
YGR260W	VII	1012485	1014089	+	72	72.000
YGR261C	VII	1014321	1016750	-	27	27.000
YGR262C	VII	1016974	1017759	-	14	14.000
YGR263C	VII	1017967	1019241	-	21	21.000
YGR264C	VII	1019598	1021853	-	21	21.000
YGR265W	VII	1021648	1022058	+	0	0.000
YGR266W	VII	1022656	1024761	+	40	40.000
YGR267C	VII	1025004	1025735	-	49	49.000
YGR268C	VII	1026057	1026653	-	22	22.000
YGR269W	VII	1026636	1026962	+	2	2.000
YGR270W	VII	1027370	1031509	+	13	13.000
YGR270C-A	VII	1027382	1027600	-	0	0.000
YGR271W	VII	1031791	1037694	+	10	10.000
YGR271C-A	VII	1037800	1038501	-	2	2.000
YGR273C	VII	1038715	1039239	-	0	0.000
